ACCTNO,ACCTDESC,CUSTNUMBER,CUSTNAME,INTRATE,LIMIT,DP,LMTEXPDT,ACCTBAL,UNCLRBAL,IRREGAMT,NEWIRAC,OLDIRAC,SANC_RENDT,ARRCOND,CURRENCY,MAINTBR,IRRGDT,UNREALINT,ACCRINT,STRESS,SMA_CODE,RA,RA_DATE,WRITE_OFF_FLAG,WRITE_OFF_AMT,WRITE_OFF_DATE,NULL2,Column1,_1
30248737171,CC-AUTO FINANCE,80783394004,Meera Saxena LTD,8.6,21987653,21987653,22/09/2023,16953900.54,0,0.0,2,2,30/06/2020,686,INR,10678,29/04/2024,0.0,0.0,N,N,1,00/00/0000,N,0,00/00/0000,,,
30229153072,CC-AUTO FINANCE,80292998003,Priya Johnson ENTERPRISES,8.98,87786253,87786253,10/07/2024,-63583742.17,0,250821.79,0,0,17/12/2022,0,INR,0,22/07/2020,0.0,0.0,Y,N,1,00/00/0000,N,0,00/00/0000,,,
30206025798,EB-MSME-CC-e-DFS,80252965855,Nikhil Wilson TRADERS,9.5,26235817,26235817,05/05/2021,23880374.63,0,0.0,6,6,06/02/2023,0,INR,0,23/04/2021,0.0,0.0,N,N,,2024-09-29,N,0,00/00/0000,,,0.0
30500833429,CC-AUTO FINANCE,80280590847,Shreya Menon SYSTEMS,0.0,72364542,0,LMT NOT SET,-85423249.17,0,39485.77,0,0,20/12/2021,0,INR,0,26/11/2020,0.0,0.0,,N,5,2021-03-07,N,0,00/00/0000,,STD,
30832400367,EB-MSME-CC-e-DFS,80782008471,James Saxena TRADERS,8.98,55852776,55852776,12/05/2023,-63661707.26,0,0.0,0,6,26/04/2022,886,INR,10678,00/00/0000,0.0,112343.37,N,N,,2024-07-22,N,0,00/00/0000,,,
30924597047,Eectronic Dealer Fin.Sch,80233964179,Meera Lewis ENTERPRISES,0.0,12655050,12655050,25/10/2023,-9497295.02,0,0.0,4,0,13/01/2022,0,INR,0,05/02/2021,0.0,0.0,,NPA,,2020-09-19,N,0,00/00/0000,,,0.0
30344775738,CC-AUTO FINANCE,80882649192,Emma Iyer LLP,11.97,81530199,81530199,26/10/2023,66671180.54,0,324073.48,0,0,13/04/2022,0,INR,0,10/01/2022,0.0,18923.28,N,,,2020-06-16,N,0,00/00/0000,,,0.0
30342266216,MSME-OD-SECURED,80179929734,Shreya Iyer CORP,0.0,93925634,93925634,09/09/2022,48542314.69,0,0.0,0,7,09/08/2024,0,INR,13878,07/05/2024,0.0,0.0,Y,NPA,,2024-10-02,N,0,00/00/0000,,,
30961556586,MSME-OD-SECURED,80158829061,Sophia Menon AUTOMOBILES,0.0,17006587,17006587,20/02/2022,15852033.34,0,0.0,2,2,16/06/2024,821,INR,0,15/10/2023,0.0,0.0,N,,4,2020-09-15,N,0,00/00/0000,,,
30878058056,CC-AUTO FINANCE,80577411727,Riya Bose INDUSTRIES,0.0,51831217,51831217,16/11/2022,53285681.0,0,0.0,0,0,19/08/2021,790,INR,0,00/00/0000,31364.86,0.0,,NPA,4,00/00/0000,N,0,00/00/0000,,,
30601869492,CC-AUTO FINANCE,80843473702,Olivia Davis GLOBAL,9.2,24072446,24072446,04/06/2024,-20393008.05,0,0.0,0,0,22/04/2024,771,INR,0,12/01/2021,0.0,0.0,,N,,00/00/0000,N,0,00/00/0000,,,
30381319126,EB-MSME-CC-USUAL CREDIT D,80464876250,Shreya Rao ENTERPRISES,8.09,23581521,23581521,00/00/0000,-22600728.71,0,0.0,0,0,16/12/2020,871,INR,10678,00/00/0000,0.0,0.0,N,,7,2021-05-15,N,0,00/00/0000,,,
30674954759,EB-MSME-CC-e-DFS,80947813439,Neha Wilson SOLUTIONS,8.21,26972976,0,11/04/2023,-17437120.03,0,394485.96,2,2,12/12/2024,0,INR,0,21/10/2021,0.0,0.0,N,N,,00/00/0000,N,0,00/00/0000,,,
30428563967,MSME-OD-SECURED,80504889751,Sanjay Lewis TRADERS,0.0,21278067,21278067,28/11/2022,19336944.64,0,0.0,0,0,15/10/2022,0,INR,0,LMT NOT SET,16829.96,0.0,N,,5,00/00/0000,N,0,00/00/0000,,,
30458369754,EB-MSME-CC-USUAL CREDIT D,80824890971,Olivia Smith MOTORS,10.98,46838009,46838009,22/05/2023,56153319.37,0,0.0,4,4,10/04/2022,898,INR,0,15/11/2022,95634.0,0.0,,SMA2,9,2024-01-19,N,0,00/00/0000,,,
30301698698,MSME-OD-SECURED,80926921933,Nikhil Chopra LTD,9.8,60291405,60291405,00/00/0000,-69958999.2,0,0.0,0,0,21/03/2024,808,INR,0,00/00/0000,80682.2,39201.34,,N,7,2021-02-22,N,0,00/00/0000,,,
30609788629,Eectronic Dealer Fin.Sch,80453090727,Rakesh Taylor AUTOMOBILES,8.69,33841913,33841913,12/11/2023,-17556742.95,0,44050.61,0,0,23/05/2020,0,INR,0,31/10/2021,0.0,0.0,,,,2021-02-25,N,0,00/00/0000,,,
30270490067,CC-AUTO FINANCE,80717499666,Sophia Iyer VENTURES,10.87,37072082,37072082,19/10/2020,-39934337.27,0,267669.69,5,5,18/02/2024,0,INR,0,21/09/2024,0.0,0.0,,NPA,,00/00/0000,N,0,00/00/0000,,,
30146884366,EB-MSME-CC-USUAL CREDIT D,80269578434,Emma Brown AUTOMOBILES,10.79,39159454,0,22/04/2022,34733524.31,0,0.0,3,3,01/06/2021,0,INR,0,01/08/2023,0.0,151731.91,,,2,2020-10-06,N,0,00/00/0000,,,
30173269109,Eectronic Dealer Fin.Sch,80688870662,Shreya Saxena INDUSTRIES,0.0,31658249,31658249,06/02/2020,-19756824.88,0,0.0,0,3,10/11/2020,0,INR,10678,02/01/2025,0.0,168935.22,N,SMA1,,2021-09-23,N,0,00/00/0000,,,
30505225360,EB-MSME-CC-USUAL CREDIT D,80368113097,Isabella Bose ENTERPRISES,8.37,11954205,11954205,28/01/2021,-6505717.92,0,400492.84,0,0,08/08/2020,0,INR,10678,14/01/2023,0.0,0.0,,N,,00/00/0000,N,0,00/00/0000,,,
30769917612,EB-MSME-CC-e-DFS,80147179086,Vikram Chopra CO,9.21,23665188,23665188,08/06/2024,-25921084.44,0,0.0,0,0,08/03/2025,0,INR,15209,26/09/2023,0.0,0.0,N,,,2023-06-16,N,0,00/00/0000,,,
30560096082,EB-MSME-CC-USUAL CREDIT D,80765468920,Sneha Kumar INDUSTRIES,0.0,30356881,30356881,00/00/0000,34800715.45,0,0.0,0,2,02/12/2022,0,INR,10678,14/04/2021,0.0,112469.23,N,,4,2022-02-20,N,0,00/00/0000,,,
30169381847,MSME-OD-SECURED,80175145733,Arjun Kumar INDUSTRIES,0.0,33310374,33310374,29/08/2024,-21420613.48,0,0.0,0,0,25/05/2023,0,INR,0,LMT NOT SET,0.0,0.0,,N,7,2024-02-14,N,0,00/00/0000,,,0.0
30617544343,Eectronic Dealer Fin.Sch,80918115357,Amit Menon AUTOMOBILES,11.04,89884158,89884158,06/02/2023,61130593.86,0,0.0,1,1,04/01/2024,0,INR,0,30/10/2024,0.0,185881.3,Y,,,00/00/0000,N,0,00/00/0000,,,0.0
30233656706,MSME-OD-SECURED,80707317600,Sanjay Iyer CO,11.83,56785439,56785439,27/09/2022,-43027825.05,0,328944.1,3,3,23/07/2024,0,INR,10678,00/00/0000,64489.21,0.0,N,N,,00/00/0000,N,0,00/00/0000,,,
30858136646,CC-AUTO FINANCE,80186273351,Arjun Menon CORP,0.0,50563223,50563223,27/12/2022,38830129.61,0,369627.38,6,6,18/03/2023,778,INR,10678,12/03/2024,37729.03,0.0,,SMA2,5,00/00/0000,N,0,00/00/0000,,,
30622344543,EB-MSME-CC-USUAL CREDIT D,80639677407,Pooja Saxena TECH,0.0,17916438,17916438,15/07/2024,12210882.77,0,225957.92,0,0,24/06/2020,0,INR,0,LMT NOT SET,0.0,0.0,Y,N,,2022-12-05,N,0,00/00/0000,,,
30917508336,EB-MSME-CC-e-DFS,80621759233,Vivek Davis GLOBAL,9.72,56047075,0,LMT NOT SET,42194896.87,0,0.0,0,0,24/07/2022,807,INR,0,08/09/2020,0.0,0.0,N,N,8,00/00/0000,N,0,00/00/0000,,STD,0.0
30972543056,EB-MSME-CC-e-DFS,80117856651,Isabella Singh GROUP,0.0,75033340,75033340,08/06/2023,55812332.21,0,493567.02,6,6,03/02/2021,675,INR,10678,07/01/2024,0.0,0.0,N,N,8,2022-09-14,N,0,00/00/0000,,,
30908798730,Eectronic Dealer Fin.Sch,80213247207,Swati Patel CORP,11.72,61471131,61471131,27/03/2021,-59390510.06,0,336083.42,2,0,12/11/2021,716,INR,0,03/12/2021,0.0,0.0,N,SMA2,,00/00/0000,N,0,00/00/0000,,,
30735870426,EB-MSME-CC-USUAL CREDIT D,80899527218,Pooja Lewis INDUSTRIES,11.41,87432467,87432467,00/00/0000,76496600.11,0,0.0,0,2,30/11/2022,0,INR,0,01/08/2022,0.0,0.0,,,1,2021-09-24,N,0,00/00/0000,,,
30858622505,CC-AUTO FINANCE,80613552190,Kavya Ghosh MOTORS,10.82,54713904,54713904,LMT NOT SET,-55417561.56,0,0.0,5,5,13/03/2022,755,INR,12608,27/01/2023,0.0,0.0,,SMA1,4,2023-01-27,N,0,00/00/0000,,,
30723182231,Eectronic Dealer Fin.Sch,80861913813,Sophia Bhatia CORP,10.31,74752231,74752231,LMT NOT SET,-79465427.21,0,0.0,3,1,24/10/2024,0,INR,10678,10/12/2020,18644.3,0.0,Y,N,7,2023-07-08,N,0,00/00/0000,,,
30525894109,MSME-OD-SECURED,80425010492,Riya Kapoor AUTOMOBILES,11.11,97283256,97283256,19/07/2023,-73655696.02,0,0.0,2,2,16/04/2023,895,INR,0,00/00/0000,0.0,0.0,,,,2025-02-04,N,0,00/00/0000,,,
30852415900,Eectronic Dealer Fin.Sch,80522835822,Ananya Gupta VENTURES,11.35,97469782,97469782,LMT NOT SET,-93669207.78,0,0.0,0,1,08/09/2020,0,INR,10678,28/06/2020,0.0,0.0,,N,7,00/00/0000,N,0,00/00/0000,,,0.0
30657747746,EB-MSME-CC-e-DFS,80807765063,Rakesh Nair TECH,9.96,57260360,57260360,LMT NOT SET,-32598688.95,0,0.0,0,4,18/05/2023,0,INR,0,02/02/2024,0.0,82538.64,,,5,00/00/0000,N,0,00/00/0000,,,
30389265706,EB-MSME-CC-USUAL CREDIT D,80867129446,Isabella Desai CO,11.29,68200448,68200448,LMT NOT SET,-46996087.36,0,0.0,0,0,12/05/2024,0,INR,0,19/07/2020,0.0,29950.52,,SMA1,5,2024-07-10,N,0,00/00/0000,,,
30402791679,CC-AUTO FINANCE,80391041983,Karthik Kumar CORP,9.27,34249450,34249450,27/02/2024,36034640.16,0,0.0,0,0,15/09/2020,0,INR,0,25/01/2024,0.0,0.0,,N,6,00/00/0000,N,0,00/00/0000,,STD,
30871447859,EB-MSME-CC-USUAL CREDIT D,80427692509,Sneha Taylor CO,11.08,95184862,95184862,LMT NOT SET,-53831182.46,0,0.0,6,6,18/05/2022,862,INR,0,20/11/2022,0.0,0.0,,,7,2024-03-15,N,0,00/00/0000,,STD,
30984079709,CC-AUTO FINANCE,80834523269,Rahul Saxena CORP,10.7,80265183,0,00/00/0000,87295309.75,0,0.0,0,0,14/02/2025,729,INR,0,LMT NOT SET,0.0,0.0,,NPA,9,2020-03-13,N,0,00/00/0000,,,
30161736645,EB-MSME-CC-e-DFS,80106325523,Meera Davis MOTORS,0.0,34985664,34985664,00/00/0000,-29543024.14,0,269257.32,0,0,24/04/2024,0,INR,0,16/01/2022,26396.38,0.0,N,,6,2020-01-12,N,0,00/00/0000,,,
30303546093,EB-MSME-CC-e-DFS,80143224883,Aditya Thakur CO,10.98,31516779,31516779,08/09/2022,-37443512.19,0,0.0,3,3,14/04/2024,0,INR,0,08/08/2020,0.0,0.0,,SMA2,7,00/00/0000,N,0,00/00/0000,,,
30188707067,MSME-OD-SECURED,80366016633,Neha Rao SOLUTIONS,0.0,45370495,0,21/05/2021,36315054.58,0,356165.84,3,3,16/10/2024,0,INR,0,14/07/2021,0.0,0.0,,N,5,00/00/0000,N,0,00/00/0000,,,
30558565952,Eectronic Dealer Fin.Sch,80426728893,Pooja Johnson ASSOCIATES,9.12,66112969,66112969,00/00/0000,-34948795.7,0,0.0,0,0,01/06/2022,0,INR,0,00/00/0000,0.0,0.0,,SMA2,9,2021-05-02,N,0,00/00/0000,,,
30214209107,EB-MSME-CC-USUAL CREDIT D,80426728893,Pooja Johnson LTD,8.77,23238889,23238889,24/01/2023,16523628.39,0,0.0,3,3,01/02/2023,731,INR,19180,06/01/2025,0.0,0.0,N,NPA,,2021-07-15,N,0,00/00/0000,,,
30707925535,Eectronic Dealer Fin.Sch,80952970175,Arjun Thakur AGENCY,10.74,20064387,20064387,17/03/2024,17932526.08,0,0.0,0,0,27/11/2023,606,INR,0,20/12/2023,33295.12,0.0,,,,2020-03-21,N,0,00/00/0000,,STD,
30242776948,EB-MSME-CC-e-DFS,80948923178,Anjali Bose ENTERPRISES,0.0,56635546,56635546,25/01/2022,65838792.73,0,0.0,2,2,29/07/2024,607,INR,10678,00/00/0000,0.0,0.0,N,,7,2021-06-11,N,0,00/00/0000,,,
30977082820,MSME-OD-SECURED,80336909366,William Johnson ENTERPRISES,10.33,63078200,63078200,19/04/2021,-50697999.0,0,0.0,0,0,21/01/2021,0,INR,10678,13/02/2020,89672.77,0.0,,N,8,00/00/0000,N,0,00/00/0000,,,
30967575589,Eectronic Dealer Fin.Sch,80747781482,Karthik Kapoor INC,8.08,96500924,0,LMT NOT SET,-53897395.21,0,0.0,3,0,15/01/2023,775,INR,0,10/09/2022,90315.13,0.0,,N,5,00/00/0000,N,0,00/00/0000,,,
30210129503,CC-AUTO FINANCE,80998167196,Nikhil Joshi LLP,0.0,67329147,67329147,24/12/2021,44310595.92,0,346515.48,6,0,04/04/2021,654,INR,0,14/06/2023,42444.42,0.0,,SMA1,3,2020-11-03,N,0,00/00/0000,,,
30408169864,EB-MSME-CC-e-DFS,80211586005,Emma Ghosh ASSOCIATES,11.73,20250139,20250139,30/10/2024,-12232097.75,0,0.0,3,3,17/05/2020,0,INR,0,23/10/2021,0.0,0.0,N,N,,2023-09-01,N,0,00/00/0000,,,
30678475440,CC-AUTO FINANCE,80628926733,Rohan Kapoor AUTOMOBILES,10.32,87561262,87561262,19/07/2024,-86875247.47,0,0.0,5,5,30/09/2020,0,INR,0,05/10/2024,0.0,37386.65,Y,SMA1,,00/00/0000,N,0,00/00/0000,,,
30887140291,Eectronic Dealer Fin.Sch,80847455877,Swati Lewis PVT. LTD,10.81,19901281,19901281,01/05/2023,10371154.79,0,0.0,0,0,16/04/2024,0,INR,10678,01/12/2023,0.0,0.0,,,1,2020-03-06,N,0,00/00/0000,,,
30525621256,MSME-OD-SECURED,80830040870,Meera Smith TECH,10.01,66864059,0,10/07/2021,-57840803.14,0,0.0,0,0,19/02/2023,641,INR,0,29/08/2023,0.0,0.0,,,,2024-05-13,N,0,00/00/0000,,,
30681504122,Eectronic Dealer Fin.Sch,80170135921,Kavya Sharma MOTORS,0.0,14344197,14344197,23/06/2020,12843188.23,0,0.0,6,6,01/08/2021,0,INR,10678,26/01/2024,0.0,72950.46,N,NPA,1,2022-02-21,N,0,00/00/0000,,,
30273111886,EB-MSME-CC-USUAL CREDIT D,80832693486,Meera Mehta AUTOMOBILES,0.0,38943676,0,00/00/0000,39060046.51,0,0.0,0,2,22/03/2020,0,INR,10678,08/11/2020,0.0,0.0,,SMA2,,2022-07-20,N,0,00/00/0000,,STD,
30400773683,CC-AUTO FINANCE,80490120758,David Mehta AUTOMOBILES,8.72,44620670,0,08/06/2021,-36117387.97,0,470516.44,0,0,17/04/2022,0,INR,10678,04/10/2021,0.0,59937.21,N,N,1,2021-05-16,N,0,00/00/0000,,,
30213062876,EB-MSME-CC-e-DFS,80503535467,Sanjay Thakur AUTOMOBILES,8.89,99811868,99811868,12/08/2022,87293566.2,0,0.0,0,0,06/06/2022,0,INR,0,22/05/2023,0.0,0.0,,N,,2020-03-05,N,0,00/00/0000,,,
30968156321,EB-MSME-CC-e-DFS,80947782657,Swati Dutta ENTERPRISES,8.22,66763408,66763408,00/00/0000,40005737.38,0,0.0,3,3,03/10/2023,0,INR,0,20/01/2025,0.0,47735.01,,N,3,2022-06-13,N,0,00/00/0000,,,
30110663879,CC-AUTO FINANCE,80940817554,Arjun Gupta TECH,10.47,52481963,52481963,10/01/2025,31659251.39,0,65667.37,0,0,11/07/2022,0,INR,0,23/03/2021,0.0,0.0,,,4,2023-03-27,N,0,00/00/0000,,,
30424210400,EB-MSME-CC-e-DFS,80639109879,Pooja Ghosh LTD,9.66,82808690,82808690,15/04/2024,95101159.84,0,0.0,1,1,26/09/2024,0,INR,11625,08/07/2024,0.0,0.0,N,N,,2022-06-28,N,0,00/00/0000,,,
30551659683,EB-MSME-CC-USUAL CREDIT D,80339314901,Meera Kapoor EQUIPMENT AN,8.78,26702129,26702129,13/06/2024,21069430.23,0,0.0,0,0,25/06/2021,759,INR,10678,09/01/2020,0.0,0.0,N,SMA2,,2023-03-17,N,0,00/00/0000,,,0.0
30306867533,CC-AUTO FINANCE,80791956127,Deepika Kumar TECH,9.72,62400170,0,21/12/2020,-45095820.51,0,0.0,4,1,25/05/2024,802,INR,10678,21/11/2020,0.0,0.0,N,NPA,2,2020-02-21,N,0,00/00/0000,,,
30778069884,EB-MSME-CC-e-DFS,80300312095,Shreya Malhotra MOTORS,8.78,60748656,60748656,00/00/0000,-33902267.23,0,0.0,1,1,05/05/2023,0,INR,0,00/00/0000,0.0,0.0,,,,00/00/0000,N,0,00/00/0000,,,
30436709263,MSME-OD-SECURED,80968172937,Sanjay Rao MOTORS,0.0,86140891,86140891,00/00/0000,101916829.56,0,0.0,1,0,12/03/2025,0,INR,0,26/11/2022,23711.14,0.0,,,,00/00/0000,N,0,00/00/0000,,,
30799998639,EB-MSME-CC-e-DFS,80601484407,Ananya Menon VENTURES,11.79,43566934,43566934,08/11/2023,43661792.04,0,60418.35,1,1,18/01/2024,0,INR,0,LMT NOT SET,0.0,0.0,,SMA2,,00/00/0000,N,0,00/00/0000,,,
30415114820,CC-AUTO FINANCE,80987647778,David Thakur LLP,8.46,67631320,67631320,LMT NOT SET,44002892.36,0,192262.5,0,0,04/11/2021,0,INR,10678,00/00/0000,0.0,0.0,N,NPA,2,2023-08-16,N,0,00/00/0000,,,
30443727751,EB-MSME-CC-USUAL CREDIT D,80311659485,Anjali Ghosh AGENCY,0.0,26006675,26006675,16/12/2020,-23765413.7,0,0.0,2,5,10/02/2025,0,INR,0,28/12/2022,0.0,0.0,N,SMA1,,2021-12-09,N,0,00/00/0000,,,
30757474294,Eectronic Dealer Fin.Sch,80522332178,Sophia Bhatia AGENCY,11.39,26295769,0,00/00/0000,-17271325.35,0,77979.87,5,5,29/06/2020,699,INR,10678,05/01/2023,94069.93,0.0,,,6,2024-06-09,N,0,00/00/0000,,,
30247922246,CC-AUTO FINANCE,80594666160,Pooja Nair GROUP,11.45,65471370,65471370,00/00/0000,56915063.94,0,334021.8,0,0,24/06/2021,753,INR,0,LMT NOT SET,68242.08,0.0,,,,00/00/0000,N,0,00/00/0000,,,
30734069344,CC-AUTO FINANCE,80651825253,William Taylor LTD,10.62,24181508,0,24/03/2021,18617416.14,0,0.0,3,3,02/12/2020,759,INR,10678,28/10/2020,0.0,0.0,,N,,00/00/0000,N,0,00/00/0000,,,
30327704161,EB-MSME-CC-USUAL CREDIT D,80526198198,Swati Davis PVT. LTD,9.77,16594707,16594707,08/02/2024,-10550120.46,0,0.0,1,1,27/10/2023,0,INR,0,18/04/2020,0.0,0.0,N,N,,00/00/0000,N,0,00/00/0000,,,
30631686523,EB-MSME-CC-USUAL CREDIT D,80283641115,Kavya Clark MOTORS,0.0,10416997,10416997,27/10/2022,9744921.99,0,0.0,0,0,11/11/2021,0,INR,10678,26/05/2022,0.0,0.0,N,N,8,2022-09-27,N,0,00/00/0000,,,
30118673248,CC-AUTO FINANCE,80830194109,Michael Malhotra VENTURES,10.01,22604400,22604400,04/07/2024,18463984.76,0,0.0,0,0,23/12/2021,756,INR,10678,21/10/2024,0.0,0.0,N,,7,2023-09-12,N,0,00/00/0000,,,
30720176314,MSME-OD-SECURED,80485924214,Kavya Mehta ENTERPRISES,11.68,24486341,0,01/12/2024,21583277.0,0,493792.52,0,0,09/11/2021,0,INR,0,25/03/2020,73165.21,0.0,N,SMA1,,2020-01-18,N,0,00/00/0000,,,
30261305816,CC-AUTO FINANCE,80411150812,Sanjay Taylor AGENCY,9.15,12092776,12092776,LMT NOT SET,-11066705.56,0,0.0,0,0,09/10/2020,781,INR,10678,23/04/2024,0.0,0.0,,NPA,,2022-08-27,N,0,00/00/0000,,,
30514722941,MSME-OD-SECURED,80528544960,Karthik Smith MOTORS,0.0,68494269,68494269,22/10/2021,-40920082.58,0,0.0,0,0,13/03/2025,0,INR,10678,03/09/2024,0.0,69519.49,N,N,,2022-04-20,N,0,00/00/0000,,STD,
30923312698,MSME-OD-SECURED,80194949900,Aditya Taylor SOLUTIONS,10.32,93334410,93334410,04/03/2023,50164932.37,0,0.0,0,0,14/09/2024,0,INR,10678,00/00/0000,63490.57,0.0,N,,9,2020-04-18,N,0,00/00/0000,,,
30631829323,EB-MSME-CC-USUAL CREDIT D,80340028091,Neha Taylor MOTORS,10.88,75089577,75089577,00/00/0000,-37546665.61,0,0.0,0,0,11/03/2022,630,INR,0,11/01/2021,0.0,0.0,N,N,,00/00/0000,N,0,00/00/0000,,,
30283368785,CC-AUTO FINANCE,80896356429,Arjun Dutta AGENCY,9.16,89022539,89022539,LMT NOT SET,-68553991.86,0,237342.21,0,0,08/03/2022,0,INR,10678,03/01/2025,50003.14,0.0,N,N,1,2022-01-02,N,0,00/00/0000,,,
30858302909,CC-AUTO FINANCE,80519429677,Vikram Rao INDUSTRIES,9.41,55538877,55538877,24/10/2024,38590527.83,0,0.0,4,0,25/05/2023,0,INR,10678,LMT NOT SET,0.0,0.0,N,,,00/00/0000,N,0,00/00/0000,,STD,
30915946380,EB-MSME-CC-USUAL CREDIT D,80928653076,Shreya Verma CORP,10.91,66378982,0,06/05/2020,-38508548.22,0,0.0,2,2,08/08/2020,0,INR,0,LMT NOT SET,0.0,0.0,N,SMA2,,2020-02-19,N,0,00/00/0000,,,
30969740383,EB-MSME-CC-USUAL CREDIT D,80105622421,Isabella Pillai TECH,0.0,34871129,34871129,08/02/2025,-30327705.18,0,0.0,0,0,18/02/2023,672,INR,0,09/02/2022,0.0,0.0,,,,2021-04-03,N,0,00/00/0000,,,
30519217161,EB-MSME-CC-e-DFS,80172963783,Sanjay Brown AUTOMOBILES,0.0,79492537,0,21/10/2022,-74170626.21,0,295558.53,8,8,13/05/2022,0,INR,0,25/01/2023,0.0,0.0,,SMA2,,2020-05-24,N,0,00/00/0000,,,
30186536594,CC-AUTO FINANCE,80614076961,Aditya Johnson PVT. LTD,8.42,40231877,40231877,02/06/2022,-42125965.07,0,0.0,3,3,27/10/2024,0,INR,0,16/04/2020,0.0,0.0,,,,2021-12-03,N,0,00/00/0000,,,
30732023202,Eectronic Dealer Fin.Sch,80343874566,Nikhil Singh LLP,0.0,17634795,17634795,16/09/2020,12305862.99,0,0.0,0,0,07/09/2022,0,INR,0,LMT NOT SET,73472.97,180551.63,,,6,2021-08-22,N,0,00/00/0000,,,
30442372191,CC-AUTO FINANCE,80640570384,Karthik Kumar ASSOCIATES,11.6,93466217,93466217,LMT NOT SET,-55705121.53,0,0.0,0,3,14/03/2020,0,INR,17434,13/02/2020,0.0,82993.57,,,,2024-11-01,N,0,00/00/0000,,,
30507299242,EB-MSME-CC-USUAL CREDIT D,80808589816,Swati Kumar MOTORS,8.13,13488600,0,25/03/2024,15456439.42,0,0.0,3,0,07/06/2022,820,INR,10678,07/02/2023,0.0,173117.68,,N,,2022-02-19,N,0,00/00/0000,,STD,
30116303070,EB-MSME-CC-e-DFS,80958552071,Emma Mehta SOLUTIONS,0.0,86649413,86649413,LMT NOT SET,59625466.56,0,393388.88,2,2,19/10/2021,737,INR,0,00/00/0000,0.0,0.0,,N,,2023-06-03,N,0,00/00/0000,,STD,
30377032861,EB-MSME-CC-e-DFS,80378679814,Ananya Nair SOLUTIONS,0.0,92939751,92939751,00/00/0000,48974717.47,0,0.0,3,0,14/06/2021,0,INR,0,01/04/2020,0.0,0.0,,,6,2023-10-26,N,0,00/00/0000,,,
30253630427,Eectronic Dealer Fin.Sch,80450620232,Isabella Davis CO,11.59,49468472,49468472,24/11/2020,-34806553.29,0,0.0,2,2,18/05/2024,862,INR,15636,14/02/2022,0.0,82407.04,,,4,2023-03-22,N,0,00/00/0000,,,
30230183002,CC-AUTO FINANCE,80957066684,Anjali Dutta VENTURES,10.08,36175623,0,23/08/2021,26411068.17,0,0.0,7,7,07/12/2024,0,INR,0,05/06/2020,0.0,0.0,N,N,,2025-02-05,N,0,00/00/0000,,,
30379472394,EB-MSME-CC-e-DFS,80466759935,William Reddy AUTOMOBILES,9.63,29917719,29917719,19/07/2023,-19107637.91,0,0.0,0,0,20/08/2022,0,INR,10678,19/02/2020,0.0,174707.2,Y,,7,2021-05-09,N,0,00/00/0000,,,
30461464967,CC-AUTO FINANCE,80753648327,Karthik Singh AUTOMOBILES,10.95,70249712,0,15/07/2023,76176207.46,0,381253.43,3,3,06/08/2024,0,INR,0,27/01/2022,0.0,0.0,,SMA1,,00/00/0000,N,0,00/00/0000,,,
30645705539,MSME-OD-SECURED,80753648327,Karthik Singh LTD,0.0,38277083,38277083,23/07/2021,-35629619.77,0,0.0,0,0,12/12/2020,749,INR,14250,00/00/0000,0.0,0.0,N,,1,2023-01-10,N,0,00/00/0000,,,
30983043354,Eectronic Dealer Fin.Sch,80496791155,Kavya Brown TECH,9.71,26935418,0,27/08/2021,-26972471.34,0,0.0,0,5,07/02/2024,661,INR,10678,31/03/2021,0.0,0.0,N,SMA1,6,2020-03-19,N,0,00/00/0000,,STD,
30440942237,EB-MSME-CC-USUAL CREDIT D,80699330783,Rahul Sharma SOLUTIONS,8.55,39556025,39556025,27/06/2021,-33193636.96,0,0.0,0,5,21/10/2024,0,INR,0,LMT NOT SET,0.0,0.0,N,N,8,2021-01-03,N,0,00/00/0000,,,
30817233555,MSME-OD-SECURED,80626371835,Deepika Clark SYSTEMS,0.0,25081699,0,10/01/2025,17584527.04,0,0.0,0,0,20/08/2020,0,INR,10678,17/09/2022,0.0,0.0,,,,2024-04-29,N,0,00/00/0000,,,
30968689928,MSME-OD-SECURED,80556554255,Deepika Smith PVT. LTD,9.07,55612761,55612761,03/04/2020,-43759906.48,0,272646.42,0,7,21/09/2020,0,INR,10678,03/07/2020,0.0,0.0,,,,2020-11-17,N,0,00/00/0000,,,
30411586438,EB-MSME-CC-USUAL CREDIT D,80501450537,Olivia Pillai ENTERPRISES,0.0,11830849,11830849,11/02/2020,10276142.55,0,0.0,0,0,10/11/2023,0,INR,10678,12/02/2022,0.0,0.0,,SMA1,,2024-02-29,N,0,00/00/0000,,,
30890138040,CC-AUTO FINANCE,80951069250,Deepika Iyer GLOBAL,11.44,67063030,67063030,17/02/2020,-55074436.83,0,0.0,0,0,12/04/2022,0,INR,14659,28/12/2022,44416.75,148235.92,N,SMA1,,2020-02-20,N,0,00/00/0000,,,
30704681222,Eectronic Dealer Fin.Sch,80790221180,Sophia Davis INDUSTRIES,11.24,22802899,22802899,01/03/2021,-19219834.41,0,0.0,4,1,06/04/2024,0,INR,0,29/09/2021,0.0,0.0,N,SMA1,9,2023-01-22,N,0,00/00/0000,,STD,
